time,ECG,EEG,HR,foot GSR,hand GSR,TEMP,SpO2,DustDensity,NoiseLevel,marker
2.129032258064516,0.174,-0.0071,44.0,2.452,10.624,37.0164252847987,96.55638906406811,53.98418307485151,55.89278656807626,0
2.193548387096774,0.177,-0.0012,44.0,2.446,10.609,37.06461419072095,97.11728685157354,52.46411016928116,56.9314593556808,0
2.2580645161290325,0.126,-0.0069,44.0,2.442,10.603,36.98787554557137,96.7364024595894,52.582016702823694,60.10515710682649,0
2.3225806451612905,0.136,-0.0037,44.0,2.439,10.598,36.94058349014545,97.14876739084796,52.39424648976627,58.2299056631264,0
2.3870967741935485,0.133,-0.0032,44.0,2.435,10.596,37.00168184439247,96.81354941908836,54.79912806900034,58.09570251633607,0
2.4516129032258065,0.13,-0.0026,44.0,2.431,10.594,37.019439198529646,96.97100309623536,58.52055704807479,58.0962052819921,0
2.5161290322580645,0.12,-0.0082,44.0,2.43,10.593,37.02054729483347,97.4336178470588,53.51337553526401,58.241904734310864,0
2.5806451612903225,-0.243,0.002,44.0,2.426,10.594,37.02894683874121,96.84786812423386,47.81997968551564,57.65340175723172,0
2.6451612903225805,0.159,-0.0063,44.0,2.424,10.595,36.95928411776524,97.27307558463563,80.35126058567232,55.72548139028867,0
2.7096774193548385,0.202,-0.0108,44.0,2.421,10.598,37.03279433547042,97.10645939655952,83.76638369721582,57.22880708454103,0
2.774193548387097,0.211,-0.0039,44.0,2.419,10.601,37.02910075631443,96.73191062631678,81.96863387281739,58.14001515124748,0
2.838709677419355,0.13,-0.004,44.0,2.416,10.605,37.0157886295252,97.09752606475249,80.8500701895485,58.73382726140498,0
2.903225806451613,0.135,-0.0057,44.0,2.414,10.608,37.07430324989255,96.4836938739852,82.05170162390769,57.54017722751761,0
2.967741935483871,0.127,-0.0106,44.0,2.411,10.613,36.96442890532439,97.31575576187264,51.34427350057069,56.80208181786654,0
3.032258064516129,0.108,-0.0044,44.0,2.41,10.616,37.03934905513698,97.05770232684895,49.04153630896948,56.50399448570189,0
3.096774193548387,0.104,-0.0056,44.0,2.409,10.62,37.05291122352543,96.85915227084872,48.37331208123696,56.36159561233308,0
3.161290322580645,0.098,-0.0004,44.0,2.406,10.621,36.958503469526846,97.18686734147876,48.75851010075651,56.68204284840205,0
3.225806451612903,-0.048,0.0019,44.0,2.404,10.623,37.06730091920877,97.18416326335208,47.30313535802773,57.17318641886612,0
3.290322580645161,-0.15,-0.0121,44.0,2.401,10.625,36.99303400593996,96.84999190398702,55.28026841996953,54.603153180195775,0
3.3548387096774195,0.161,-0.0033,44.0,2.401,10.625,37.013260315798384,97.24913101198815,49.37686405980874,59.13060984502306,0
3.419354838709677,0.171,-0.0022,44.0,2.4,10.625,37.0152481625861,96.7129488845181,53.23574653390209,58.11439782072939,0
3.4838709677419355,0.101,-0.0108,44.0,2.399,10.625,37.01025957546195,96.85548020830734,50.22600799405098,57.24269959242028,0
3.548387096774193,0.106,-0.0165,44.0,2.397,10.625,37.045845282940704,96.92629271319782,51.64684082665203,58.61022488718303,0
3.612903225806452,0.12,0.0083,44.0,2.396,10.626,36.99309821363809,96.77352988292462,50.68069111063249,58.179387053780985,0
3.6774193548387095,0.085,-0.0109,44.0,2.396,10.625,37.00275831079318,97.15220866099102,44.96012189397516,60.19943954749442,0
3.741935483870968,0.062,-0.0099,44.0,2.392,10.627,37.02085952656351,96.99075972213636,49.264284881339975,60.64553305031412,0
3.806451612903226,0.052,-0.0054,44.0,2.391,10.63,36.9950426879594,97.29939631244144,47.912587675696855,61.37608986604299,0
3.870967741935484,0.077,-0.0022,44.0,2.391,10.626,37.03722945312879,97.11610208480027,49.95233560779738,63.39240292783612,0
3.935483870967742,-0.324,-0.0007,44.0,2.391,10.623,36.98989388459293,96.94105261668088,44.80341058456203,60.98320465172979,0
4.0,0.121,-0.0099,88.0,2.391,10.621,37.03178116178621,97.45808831107254,45.01013882741839,62.0381212613671,0
4.064516129032258,0.1,-0.0018,88.0,2.39,10.618,37.02869776283399,97.15608495278688,47.06060333860045,61.81291037377142,0
4.129032258064516,0.069,-0.0008,88.0,2.388,10.618,36.99433582738956,96.7259217714192,47.30199225699749,62.51762166579867,0
4.193548387096774,0.044,0.0022,88.0,2.385,10.615,36.98993523493516,97.23976647388405,51.92891737326475,62.94098181041965,0
4.258064516129032,0.015,-0.0039,88.0,2.384,10.615,37.041285908243935,96.79093948759554,48.22748372693389,57.389599871650994,0
4.32258064516129,0.025,-0.0062,88.0,2.382,10.611,37.04064470257868,96.9576880629378,53.98384768879756,56.91634046250408,0
4.387096774193548,0.1,0.0059,88.0,2.382,10.608,36.9587599659503,96.90913995377156,50.070876933190085,58.026809250655454,0
4.451612903225806,0.057,-0.0054,88.0,2.38,10.603,36.97047420204033,97.46230505791276,46.67001916319511,57.71325376879858,0
4.516129032258065,-0.115,0.0072,88.0,2.378,10.6,37.08252514915774,97.01014116624587,49.95420131613587,58.47080099268497,0
4.580645161290323,-0.164,-0.0055,88.0,2.377,10.598,36.97183598270245,96.9539612510503,46.84728420001944,59.09282038687316,0
4.645161290322581,0.11,-0.008,88.0,2.375,10.594,37.0098624101696,97.13427020986322,48.720214852740106,57.70177999144343,0
4.709677419354839,0.074,0.0021,88.0,2.374,10.588,37.049396387620114,96.4324431563444,47.89924154839319,57.357212890766974,0
4.774193548387097,-0.06,-0.0119,88.0,2.374,10.585,37.04018308086327,96.57040556071772,49.98179613490569,58.06413188952181,0
4.838709677419355,-0.04,-0.0127,88.0,2.372,10.585,36.99538787808992,97.58123172720448,46.05113780921313,58.516469644472295,0
4.903225806451613,-0.02,-0.0075,88.0,2.369,10.581,36.92755198020826,97.20515241386012,47.4791648728095,60.41446451024578,0
4.967741935483871,0.0,-0.0112,88.0,2.368,10.575,37.03763698590608,97.3181195910842,48.09279841608678,59.37640468154759,0
5.032258064516129,-0.006,-0.0063,88.0,2.367,10.567,36.976723986932285,97.33277015998088,48.540336083951466,61.23921378608989,0
5.096774193548387,-0.058,-0.0069,88.0,2.365,10.56,36.9957848595648,97.12317576095865,49.60216912984828,59.70488914421297,0
5.161290322580645,-0.063,-0.0061,88.0,2.363,10.556,36.9756641293619,96.93267849072888,50.861110749568,63.90220247715516,0
5.225806451612903,-0.417,0.0076,88.0,2.362,10.551,36.97505192094413,96.7697151828691,50.384832212328,61.97590149403967,0
5.290322580645161,-0.059,-0.0093,88.0,2.36,10.545,36.97337309307703,97.11416780478852,50.03268335596435,62.722922806439165,0
5.354838709677419,-0.077,-0.0049,88.0,2.358,10.539,37.0636726642121,97.25466164952456,51.28154287473084,62.29062115703871,0
5.419354838709677,-0.14,-0.0007,88.0,2.357,10.536,37.02663218853084,96.90841247524662,50.39392200722991,62.11532447393973,0
5.483870967741935,-0.124,-0.012,88.0,2.355,10.534,36.98483948252657,97.04055839290596,44.40996691182865,60.3706073979587,0
5.548387096774194,-0.116,-0.0059,88.0,2.354,10.529,37.00287873746708,97.035445596117,47.38416685181335,59.29072774222184,0
5.612903225806452,-0.112,-0.005,88.0,2.352,10.525,37.07822769637541,97.08959090967797,52.12697568006124,70.11709754355257,0
5.67741935483871,-0.115,-0.0094,88.0,2.349,10.526,36.96735024865615,96.76382875746742,52.08004454256624,70.84021241573198,0
5.741935483870968,-0.121,0.0062,88.0,2.349,10.529,36.97002822890716,97.22813725658338,51.19743199943451,70.4049058870067,0
5.806451612903226,-0.412,-0.0019,88.0,2.347,10.534,37.03358935946023,97.05501593049452,47.82587545983153,72.21607336693168,0
5.870967741935484,-0.029,-0.0261,88.0,2.344,10.542,37.061457876852266,97.29608589262094,51.79306808830698,71.13707296332618,0
5.935483870967742,0.001,0.0216,88.0,2.344,10.556,36.9926845800882,97.11958053421576,47.541010010102944,71.40496725853353,0
6.0,-0.054,-0.0071,88.0,2.344,10.571,37.023998986492806,96.80057472670444,47.268532097197024,70.01996301552309,0
6.064516129032258,-0.048,-0.0188,88.0,2.343,10.591,37.05811503280392,97.22656894658816,47.597020817974894,70.06843007807767,0
6.129032258064516,-0.048,-0.008,88.0,2.34,10.612,36.95291601287605,96.76883353611912,45.83905021057304,71.64330427567788,0
6.193548387096774,-0.05,0.003,88.0,2.338,10.637,37.03470462909727,96.73882217590074,45.42830596088304,60.94488254389488,0
6.258064516129032,-0.038,-0.007,88.0,2.337,10.663,36.98217487366141,96.73370885629602,51.55011965787676,61.69500187914365,0
6.32258064516129,-0.012,-0.0174,88.0,2.337,10.691,37.03619577426837,96.92230858639267,47.94022854111319,64.1776292196038,0
6.387096774193548,-0.333,0.003,88.0,2.337,10.718,36.97520913259375,96.69637942326888,47.47749583985065,61.567841000060106,0
6.451612903225806,0.001,-0.0087,88.0,2.337,10.742,36.99979617650612,96.77932837419746,47.86341546641885,61.82236963873228,0
6.516129032258065,0.102,0.01,88.0,2.337,10.76,37.01542743590958,96.81979977781552,49.00731564712944,59.37959884664575,0
6.580645161290323,0.077,0.0129,88.0,2.337,10.782,37.04941948966386,96.5672564857358,47.23484162426722,60.00729399387947,0
6.645161290322581,-0.006,-0.0064,88.0,2.337,10.801,37.01004054804723,97.38018334674224,47.08718142218487,58.29694764433714,0
6.709677419354839,0.002,-0.0182,33.0,2.338,10.821,37.00408092744231,96.78636358194971,45.766035507360485,56.72905417807383,0
6.774193548387097,0.019,-0.0084,33.0,2.339,10.837,36.9735305695722,96.71039987744604,48.37105072398439,59.98008078855327,0
6.838709677419355,0.033,-0.0044,33.0,2.34,10.851,37.00320641083354,96.7450882599496,45.39802332293147,59.54810109123914,0
6.903225806451613,0.06,0.0098,33.0,2.342,10.862,36.99845793789495,96.94827902884602,44.56002382577411,58.152312745175735,0
6.967741935483871,0.075,0.0074,33.0,2.345,10.87,37.01331165944706,96.82620765581257,43.830363945292,58.18197637697674,0
7.032258064516129,-0.301,0.0057,33.0,2.35,10.888,36.96586626243237,96.77946514001228,48.08047054029827,57.93962279318833,0
7.096774193548387,0.173,0.0037,33.0,2.353,10.893,37.00463521455825,97.0500382721736,49.07125074122277,60.26432204319521,0
7.161290322580645,0.168,0.0049,33.0,2.357,10.897,37.00342668168403,97.0664982423852,44.33219330736512,62.31442801531791,0
7.225806451612903,0.142,-0.011,33.0,2.36,10.901,36.98343885631108,97.3625678270838,46.510297114071626,61.29782731991544,0
7.290322580645161,0.225,-0.0266,33.0,2.363,10.903,36.98164096474641,97.12533916900952,44.34531535773862,60.71409431090117,0
7.354838709677419,0.212,-0.0072,33.0,2.365,10.902,36.95246190732008,97.14738080478368,43.436010738920416,60.63711731911975,0
7.419354838709677,0.149,0.0059,33.0,2.37,10.902,37.00728889244586,97.2051762019603,44.15682636809431,58.75655920651583,0
7.483870967741935,0.129,0.0117,33.0,2.373,10.903,36.99085765570569,96.650955472682,40.38712726993862,60.7580713502072,0
7.548387096774194,0.18,0.0304,33.0,2.375,10.898,37.020051356638575,96.8641564641132,42.38533889016362,61.65589323173456,0
7.612903225806452,-0.176,0.0319,33.0,2.38,10.886,37.013367719732905,97.0700462880428,42.12792473415134,61.50343519833569,0
7.67741935483871,0.125,0.0426,33.0,2.382,10.877,37.02119317218019,97.03010094993483,61.537056946032855,59.04883842758293,0
7.741935483870968,0.197,-0.0061,33.0,2.385,10.872,37.01423919654718,97.03606056898244,58.82341300460334,61.61542217970876,0
7.806451612903226,0.212,-0.0403,33.0,2.388,10.867,37.02219138426353,97.18380236717604,59.447053244860605,59.49597962574551,0
7.870967741935484,0.158,-0.0301,33.0,2.391,10.863,37.02563068251112,97.21567363737437,60.02328046853462,61.54878076632579,0
7.935483870967742,0.17,-0.0093,33.0,2.391,10.866,36.99044977051497,97.3600324707456,55.8923945813681,60.82270138077758,0
8.0,0.196,-0.0143,33.0,2.394,10.864,37.03263799024815,97.10585870852148,43.96263163259069,59.54467587834764,0
8.064516129032258,0.183,-0.0225,33.0,2.394,10.861,36.96320557703792,97.24887742596634,37.71028272426173,59.37575907134629,0
8.129032258064516,0.143,-0.0252,33.0,2.396,10.861,36.97867446665504,97.21628588603367,38.13866568827835,62.08510647169925,0
8.193548387096774,0.11,-0.0231,33.0,2.396,10.859,36.99630175076791,96.9078223479537,42.62646854446453,61.98236864607528,0
8.258064516129032,-0.299,-0.0238,33.0,2.396,10.85,37.00682147556293,97.1793898764146,37.59234336277159,60.07673317266958,0
8.32258064516129,0.159,-0.0434,33.0,2.395,10.84,37.036269452721214,97.12932949448658,41.39842196121707,62.20576720643583,0
8.387096774193548,0.213,-0.0221,33.0,2.394,10.827,37.030639104613726,96.81834493875226,43.29850056988134,62.064357719863466,0
8.451612903225806,0.188,0.0045,33.0,2.394,10.806,37.01598758019168,97.22187383112286,37.60003281380338,61.15704505471151,0
8.516129032258064,0.149,0.0034,33.0,2.392,10.797,37.02265754428247,97.07515098063938,39.39012574169266,62.782330157515965,0
8.580645161290322,0.157,0.0035,33.0,2.391,10.8,36.98745255346685,97.02008502565856,41.4003024540128,60.565083792438514,0
8.64516129032258,0.14,-0.004,33.0,2.388,10.791,37.031246623007945,97.00724200317948,36.45976802365087,62.18214758443568,0
8.709677419354838,0.122,-0.007,33.0,2.387,10.782,36.99818405269096,97.02102551120306,40.39810505581017,63.47972589764684,0
8.774193548387096,0.107,0.0051,33.0,2.384,10.775,37.06424496356959,97.17753188787196,42.103039631226274,62.72982824307668,0
8.838709677419354,0.116,0.0065,33.0,2.383,10.769,36.97323329335463,96.9961138656672,41.19251065388675,61.65110401732957,0
8.903225806451612,-0.265,-0.0026,33.0,2.382,10.763,36.99401990197211,97.13227281019591,40.115449505999855,60.7761994157754,0
8.96774193548387,0.173,-0.0042,53.0,2.38,10.758,37.0509256711455,97.01585243154808,42.596554271800926,62.592799607464784,0
9.03225806451613,0.17,0.0012,53.0,2.379,10.753,37.011742865315234,97.0744284618962,44.37103287569192,62.72700171272844,0
9.096774193548388,0.113,0.0042,53.0,2.379,10.749,36.98174660470106,96.99145699017323,40.19656085671822,64.17082080791641,0
9.161290322580646,0.125,-0.0026,53.0,2.377,10.747,36.99957307598466,97.24867223093894,40.22235271106496,61.48157315029817,0
9.225806451612904,0.126,-0.0012,53.0,2.377,10.745,37.04043935706031,96.9171406576534,42.75111656048481,60.22063415674656,0
9.290322580645162,0.1,-0.0052,53.0,2.374,10.742,37.024863522064,97.0580242576441,41.82744095236846,62.85687174984572,0
9.35483870967742,0.1,-0.0052,53.0,2.374,10.742,37.00496993212433,96.73667002056284,43.959760905105234,62.0501756470752,0
9.419354838709678,0.111,-0.0021,53.0,2.372,10.737,36.98982729683843,97.13033384674476,42.102510801421175,62.50653557090288,0
9.483870967741936,0.13,-0.0005,53.0,2.37,10.734,36.97858134032119,97.07365879997124,36.905913315538825,63.590334899215485,0
9.548387096774194,-0.343,-0.0056,53.0,2.369,10.734,37.04231417612084,96.70776073493856,39.35432496357601,62.85052563301862,0
9.612903225806452,0.159,-0.0082,53.0,2.367,10.733,36.97602680729808,96.98512065672824,40.9857202663972,61.10971685410931,0
9.67741935483871,0.169,-0.0078,53.0,2.367,10.729,37.03949695345513,96.78478169011484,41.50156575451938,61.9036365211624,0
9.741935483870968,0.121,-0.0036,53.0,2.367,10.727,36.9978932662266,96.89432240200188,43.57382122850797,61.120560713010285,0
9.806451612903226,0.112,-0.017,53.0,2.365,10.725,37.024223270853405,97.41530245646749,39.119125715080685,61.03006045138337,0
9.870967741935484,0.119,-0.0091,53.0,2.363,10.723,37.00448243790049,96.56614341873976,38.050858068587445,60.579600706151936,0
9.935483870967742,0.107,-0.0031,53.0,2.362,10.715,36.99185732156564,96.94985029726952,42.431245073898566,61.14995752109192,0
10.0,0.09,-0.004,53.0,2.359,10.713,36.97244986441401,97.53399121770616,42.93058758388368,62.64182276607743,0
10.064516129032258,0.088,0.0013,53.0,2.359,10.709,36.98200612809696,97.02834822664478,44.41245416362925,60.30987225871674,0
10.129032258064516,0.101,0.0011,53.0,2.357,10.705,37.01838302946904,96.77389575531215,46.9951585213633,61.23086876342023,0
10.193548387096774,0.128,0.0009,53.0,2.357,10.702,36.98658890333082,97.06132110172976,42.18903335618432,61.69845404945193,0
10.258064516129032,-0.309,0.0012,53.0,2.357,10.698,36.93249213921226,96.9508020841905,44.43689788859116,61.48584658856068,0
10.32258064516129,0.181,0.0002,76.0,2.357,10.695,37.0282730495116,96.87440494914486,44.34755137178087,60.92696850037531,0
10.387096774193548,0.168,-0.0024,76.0,2.358,10.692,36.98181546850074,96.9448837841799,40.31540625391526,60.72519720650133,0
10.451612903225806,0.113,-0.0014,76.0,2.36,10.688,36.97462937466023,96.9756264954036,45.83832237857541,62.85140894808221,0
10.516129032258064,0.103,-0.016,76.0,2.363,10.683,37.04393449191123,96.73896305850188,46.36591070370432,63.28334673658707,0
10.580645161290322,0.117,-0.015,76.0,2.363,10.678,37.069479276570426,97.02515960459256,43.602261084538185,62.84773722030839,0
10.64516129032258,0.098,-0.017,76.0,2.367,10.676,37.00979801528942,96.9366349823246,44.90838301140965,62.23269585002703,0
10.709677419354838,0.089,-0.0205,76.0,2.369,10.67,37.03018198604056,97.14664880638526,41.86311929759937,61.79745896019566,0
10.774193548387096,0.065,-0.0192,76.0,2.369,10.663,37.03877948913082,97.31433929843928,43.15278512979926,60.84001564582916,0
10.838709677419354,0.032,-0.0093,76.0,2.372,10.658,37.06099520999277,96.75017244975044,43.48058641984567,59.50099383724005,0
10.903225806451612,0.068,0.0,76.0,2.373,10.655,37.02583881379378,96.8060079628704,47.6524697529838,58.46806579420918,0
10.96774193548387,-0.431,0.001,76.0,2.375,10.648,36.961801240978616,96.86771215470569,43.49796035671278,59.49331227475566,0
11.03225806451613,0.102,0.0035,76.0,2.377,10.643,36.95478324606701,96.98244547422576,46.258610824146736,58.77440937830695,0
11.096774193548388,0.116,0.0046,76.0,2.374,10.638,36.98013449240097,96.96163315876498,40.30107834970472,59.3112757238034,0
11.161290322580646,0.084,0.0048,76.0,2.374,10.635,36.97100345347378,97.07134372678286,44.44520843881125,61.37421961970295,0
11.225806451612904,0.043,-0.0135,76.0,2.372,10.631,37.02889247363848,97.33236413242108,40.013196023775805,61.72970847206047,0
11.290322580645162,0.065,-0.014,80.0,2.372,10.628,36.99583966799557,96.89006764232757,40.69473781074888,59.088357404587946,0
11.35483870967742,0.064,-0.0098,80.0,2.372,10.618,36.99706267394945,97.0847038792358,41.05196346617072,60.95790213612237,0
11.419354838709678,0.042,-0.0117,80.0,2.372,10.616,37.03415259326235,97.0659713139704,38.12101044810154,60.3486310956223,0
11.483870967741936,0.025,-0.0087,80.0,2.373,10.611,37.01603506437648,97.01176505391038,39.77546444853299,62.520059887622594,0
11.548387096774194,0.038,-0.0035,80.0,2.374,10.606,37.04035232395177,97.11788192134516,42.62500777869278,62.27337130582881,0
11.612903225806452,-0.459,-0.0006,80.0,2.374,10.601,37.002592920925096,96.99845089331995,45.47748578148411,62.04870116449303,0
11.67741935483871,0.11,-0.0023,80.0,2.372,10.596,37.00135446206213,97.06816396613,42.76518639546553,61.76055778009241,0
11.741935483870968,0.137,-0.0014,80.0,2.369,10.594,36.95601679328704,96.99191277075344,42.971617404330246,62.83071625141934,0
11.806451612903226,0.14,0.0014,80.0,2.368,10.59,36.95222853055808,96.98735097210547,45.886230998003015,63.45659434089051,0
11.870967741935484,0.063,-0.0105,80.0,2.365,10.586,36.99289700052272,97.33627271206684,42.64028168604951,63.00514012542149,0
11.935483870967742,0.076,-0.01,80.0,2.364,10.583,37.04668664465847,96.96253199434504,44.17108781373331,62.37897688041975,0
12.0,0.073,-0.0087,80.0,2.363,10.58,37.01308810308344,96.83626012843489,43.77490034342487,59.49960104947522,0
12.064516129032258,0.069,-0.0025,80.0,2.362,10.576,37.04702243658858,96.71689155063233,45.89946196677234,60.95083065116485,0
12.129032258064516,0.071,-0.0119,80.0,2.362,10.574,36.9893408723856,97.17811399952814,43.76232892799564,60.66617951646415,0
12.193548387096774,0.075,-0.0102,80.0,2.365,10.57,37.005064780108384,97.17857424433662,41.95379394718216,59.66967391028141,0
12.258064516129032,0.063,-0.0094,80.0,2.37,10.57,37.05997629044136,96.89354572518108,48.69322804301065,60.16030362681123,0
12.32258064516129,0.108,0.001,80.0,2.372,10.569,37.04075755309872,97.26568381050478,47.4179949272895,57.29303916030692,0
12.387096774193548,-0.408,-0.0041,80.0,2.37,10.569,36.997067105365296,96.92578793248391,45.84235840990027,56.14976073604412,0
12.451612903225806,0.143,-0.0034,56.0,2.369,10.573,36.99722194291706,96.44713321963243,44.99880893958069,57.30743772285494,0
12.516129032258064,0.156,-0.0013,56.0,2.37,10.576,37.010532371865125,96.88752624722446,43.30992151351128,59.69514931427866,0
12.580645161290322,0.109,-0.0023,56.0,2.372,10.58,36.98792434393122,97.17377849417043,45.22630177905378,59.28313486950238,0
12.64516129032258,0.084,-0.0093,56.0,2.373,10.587,37.05344120473514,96.8003324095765,46.012688592466944,60.16747935291518,0
12.709677419354838,0.087,-0.0056,56.0,2.374,10.595,37.013161731893625,96.86663786479744,49.70275868496364,59.67016022529916,0
12.774193548387096,0.094,-0.0008,56.0,2.377,10.604,37.01802742253753,97.39739834832818,44.24189377888806,59.601085362176825,0
12.838709677419354,0.093,-0.0032,56.0,2.377,10.614,36.96981320542742,97.17805019737142,45.56030268023982,58.8256290544145,0
12.903225806451612,0.111,0.0019,56.0,2.378,10.624,37.002865216161744,96.96405424082609,46.24299131453076,58.75941408281663,0
12.96774193548387,0.115,-0.0054,56.0,2.379,10.634,37.02460841033005,96.55542067000135,43.61450515152614,57.74438455503111,0
13.03225806451613,0.091,-0.0082,56.0,2.382,10.647,36.99954301649897,96.77378616129462,39.442335838320126,57.83624587984074,0
13.096774193548388,0.107,-0.0061,56.0,2.384,10.658,36.961666617709454,97.1585805979363,44.14680547093604,56.75837608851542,0
13.161290322580646,-0.339,-0.0099,56.0,2.387,10.668,36.97043409576546,96.92018090772144,44.15883406695956,56.61158830516908,0
13.225806451612904,0.101,-0.0036,77.0,2.389,10.678,36.96018639412771,97.07879723034806,42.98835259146451,70.92496712836292,0
13.290322580645162,0.106,0.004,77.0,2.391,10.687,37.02655387499679,96.81361149979556,44.32320703085653,72.43056909755477,0
13.35483870967742,0.035,-0.0023,77.0,2.395,10.704,37.026243797140026,96.99030549677867,44.48389750170601,71.89527352521993,0
13.419354838709678,0.013,-0.0107,77.0,2.397,10.713,36.96943457476433,96.86550266163933,60.11646655730108,73.16090981420933,0
13.483870967741936,0.005,-0.0141,77.0,2.4,10.719,37.01410219183149,96.85497324958948,60.56347834246699,72.29875881268545,0
13.548387096774194,0.0,-0.0072,77.0,2.401,10.725,37.0148847870959,96.79775191672198,64.31310623171838,58.63029305448615,0
13.612903225806452,0.003,0.0028,77.0,2.402,10.73,37.014924275028335,97.1701601097499,60.21391756850193,55.80938104843148,0
13.67741935483871,-0.002,0.0006,77.0,2.405,10.733,36.98708956882066,96.69023362804816,62.9529286059565,59.22340106327189,0
13.741935483870968,-0.005,-0.0056,77.0,2.406,10.734,37.05529505774304,97.12037912386651,45.142402845935806,57.3073806088991,0
13.806451612903226,-0.446,-0.0043,77.0,2.407,10.738,37.01201204156149,97.13093878777944,45.46258880239724,56.964979308745605,0
13.870967741935484,0.046,-0.001,77.0,2.41,10.739,36.98831622338449,96.59563018882,42.16761662273323,58.82734061357788,0
13.935483870967742,0.066,0.0,77.0,2.411,10.74,37.01751483675348,97.17782595551968,43.79953582037363,56.613528008293606,0
